,F1Y1,F2Y2,F3Y3,F4Y4,X1,X2,X3
21,6821.973803020142,7205.715482487689,1076.1374787146524,634.871229214287,1.0,2.0,7.0
22,6187.393319969138,7922.159080959977,1196.5550284253427,461.0288967958577,1.0,2.0,8.0
23,5949.1978365553105,9142.934559853518,948.2480687508237,499.2480175088207,1.0,2.0,9.0
24,6196.315198472166,8259.683953515452,907.0710128460057,379.1527333764885,1.0,2.0,10.0
25,6557.505811808475,9297.8961326108,703.6058146728143,368.2584179328204,1.0,2.0,11.0
26,6909.80432565294,10256.497122204073,962.7212890835336,1307.9424609748312,1.0,2.0,12.0
27,10478.418836419742,4606.835818972211,1172.5806710539443,1476.6111713825771,1.0,2.0,13.0
28,5090.40926739649,6898.665829586023,1050.5706159938527,433.03935381994927,1.0,2.0,14.0
29,3965.4072357245004,7032.233934381842,733.5495561103596,319.4413149278231,1.0,2.0,15.0
30,7266.497277168732,6689.289882063354,965.0903710594238,685.8869682432811,1.0,3.0,1.0
31,6680.893898180382,7286.508540885415,1296.8993022274362,919.7443840316209,1.0,3.0,2.0
32,5865.084963388781,5549.638522722129,1240.1529330082237,758.8273280116209,1.0,3.0,3.0
33,5964.394893161695,3756.3263349875574,1082.2620931579113,653.3259079075717,1.0,3.0,4.0
34,6952.339534934162,6221.0352908388495,561.8097326119819,624.4129464503967,1.0,3.0,5.0
35,6913.292248539646,8236.586475499533,655.5138003936415,638.5556174133121,1.0,3.0,6.0
36,6349.380695489434,9747.402934469046,1135.2705094731905,731.8947975203762,1.0,3.0,7.0
37,5636.027392693013,9572.43879723111,1457.0549537577904,500.44304525538337,1.0,3.0,8.0
38,5059.437468274738,10146.75911434132,1239.7892324364147,492.5519310390762,1.0,3.0,9.0
39,7130.287770320853,9831.671050369321,1015.9658820517043,398.08780722069366,1.0,3.0,10.0
40,9547.831081233348,6936.249405149962,922.4067594697908,798.3026961332198,1.0,3.0,11.0
41,8707.805354763466,6494.1091175029305,656.2399214583979,617.806782923707,1.0,3.0,12.0
42,5702.92243448986,6299.977634041909,1244.1698131115859,489.5260691148768,1.0,3.0,13.0
43,5322.055540672503,5551.3637213268,594.433123575216,523.001993675787,1.0,3.0,14.0
44,3925.7235132633086,7725.356082465412,551.0883729171862,376.65359921207937,1.0,3.0,15.0
45,7313.182754563539,6538.5773617870855,967.34097035481,746.8545611591794,1.0,4.0,1.0
46,6702.154983023358,7381.209516826582,1076.3992947555475,889.9324170993202,1.0,4.0,2.0
47,5905.215283297361,5924.001885360367,890.6459419304528,638.8794883072371,1.0,4.0,3.0
48,6625.798230279677,5906.245263094574,1020.6965111263964,658.5164223123306,1.0,4.0,4.0
49,7027.8300409290005,8645.87929087319,818.0403628285541,713.6178574715614,1.0,4.0,5.0
50,6908.399520050239,9897.700013617523,872.6371010281463,716.9344292832761,1.0,4.0,6.0
51,6812.286599478545,10320.726126866928,1194.877439975884,850.4228096000945,1.0,4.0,7.0
52,6610.812875734202,9571.164053521477,1160.594300788468,689.5415591270303,1.0,4.0,8.0
53,6894.785892198173,10050.68427342468,889.8015684978062,489.9494754200723,1.0,4.0,9.0
54,8250.233774193937,5948.560926873643,865.2410356276298,367.572100662291,1.0,4.0,10.0
55,7927.749556400584,7164.247406934746,609.7382542204527,758.6298443391386,1.0,4.0,11.0
56,6692.050616385471,8869.704902326357,890.4895115821844,609.480455009236,1.0,4.0,12.0
57,3249.5564841168216,5705.188966231046,545.1271023321019,436.82400292507316,1.0,4.0,13.0
58,2657.595531354877,5700.655203883995,468.112816752504,499.57652844188317,1.0,4.0,14.0
59,3024.451291671014,8086.243962631213,568.2705516855415,474.73380490177686,1.0,4.0,15.0
60,6624.152584537101,5672.898785765021,967.6152580988011,692.4745749151648,1.0,5.0,1.0
61,5665.821706224174,7222.113255444013,922.9826413878311,880.7084851172319,1.0,5.0,2.0
62,5864.59436133669,8303.089256132713,771.2788662869068,686.4117567426922,1.0,5.0,3.0
63,6848.21091074893,7668.037313900964,955.0562289907425,812.0488868884559,1.0,5.0,4.0
64,7047.627368270348,8151.074929064647,792.3632922943566,708.3391527689878,1.0,5.0,5.0
65,6977.3905076158035,10053.403150783846,834.2344157745972,749.0684620410425,1.0,5.0,6.0
66,6793.935361127478,10356.188293374591,985.0032890933255,880.661764444103,1.0,5.0,7.0
67,7162.761985948173,9526.612927787333,1190.8950763571518,737.0350482915533,1.0,5.0,8.0
68,7234.190634846808,10385.36083751886,1088.918018652035,509.7520777337779,1.0,5.0,9.0
69,8806.332853019303,8950.094832905208,792.1850087295816,423.0304468137888,1.0,5.0,10.0
70,9272.313871703796,8214.44672732114,871.4293624507511,1056.1727422201948,1.0,5.0,11.0
71,7756.339275908278,9087.810192885774,747.5329982868265,298.96582349536516,1.0,5.0,12.0
72,3150.7409667686425,6946.903976301474,589.2093881814226,298.92668335236147,1.0,5.0,13.0
73,2698.9580425195754,5589.390032167793,526.4875740759373,292.4150829098205,1.0,5.0,14.0
74,2938.8318398681804,7731.834489314029,272.4654046483033,352.774697223065,1.0,5.0,15.0
75,5920.122271013019,5898.021771983535,917.0787704479507,712.845213323715,1.0,6.0,1.0
76,6237.901856117241,7182.363787689363,908.373741395013,849.7336765333775,1.0,6.0,2.0
77,5971.641683512642,7387.605366846244,767.853734324214,600.4253311392952,1.0,6.0,3.0
78,6292.036129899101,7535.194859198044,1221.7607222709137,844.9436879847942,1.0,6.0,4.0
79,6851.351234897745,6698.230500431034,787.0094784143142,701.2157321907303,1.0,6.0,5.0
80,6675.607120749599,10025.889307638372,802.0341950744654,743.6099268140059,1.0,6.0,6.0
81,6762.004548043572,10057.482020513473,1151.9417383741047,1031.0075630215158,1.0,6.0,7.0
82,7213.819890754754,9852.737182924773,1388.8687824886033,1050.8219761172372,1.0,6.0,8.0
83,7142.646518199764,8810.777699878428,1208.3937478684525,566.2433074857727,1.0,6.0,9.0
84,8161.633021217569,5642.894445245967,869.6190538600315,1251.2506756620996,1.0,6.0,10.0
85,4222.734285939729,6298.970320419531,833.5124629962332,344.69054439558045,1.0,6.0,11.0
86,3882.956609301584,9002.72096147771,842.0892564740018,381.51320967524384,1.0,6.0,12.0
87,3035.241093115177,5971.906595174649,442.5980725308025,496.8570127286674,1.0,6.0,13.0
88,2289.934451115262,6067.674226773999,446.7449600199306,399.9542391264864,1.0,6.0,14.0
89,2508.348122441392,7442.844069160041,340.7485013878093,338.6304348532839,1.0,6.0,15.0
90,5984.148580993514,5875.3023207462975,897.7440618724675,697.8286041048528,1.0,7.0,1.0
91,5833.857183534833,8085.967361697526,789.0309830346949,909.9392131556223,1.0,7.0,2.0
92,6157.414915240778,8002.1222082528275,719.1022832375173,717.4961471749964,1.0,7.0,3.0
93,6625.903917705074,4398.769909443113,921.014564261785,840.9011503447757,1.0,7.0,4.0
94,6853.998818398953,6806.594962755951,647.9132300159281,896.4554028427422,1.0,7.0,5.0
95,6658.166394786231,7148.250723052344,1054.476198814972,871.6090631545911,1.0,7.0,6.0
96,6684.294850067032,9296.194986304661,1297.0918802468914,1043.4174214270788,1.0,7.0,7.0
97,8024.459223844595,7715.453691789505,1059.5321065906728,1117.7810233337245,1.0,7.0,8.0
98,8986.17034293531,13679.327513449753,1461.7981097103252,1499.05137400202,1.0,7.0,9.0
99,9291.955361603212,4723.046230550111,907.6665385035174,310.4525657207349,1.0,7.0,10.0
100,4577.562178940138,6660.570003047011,799.8258706664944,381.8589224987958,1.0,7.0,11.0
101,5584.293584094566,6888.269901895526,768.293683970037,453.0287095126779,1.0,7.0,12.0
102,3035.693809859138,6408.49861784743,536.588586887268,522.0630805143786,1.0,7.0,13.0
103,1296.7098670030766,6639.494361913437,498.28268040295234,478.7481781368989,1.0,7.0,14.0
104,1977.327532801903,7560.076192668554,387.7783773560657,432.42636246068935,1.0,7.0,15.0
105,6466.3106483461615,5455.814774790779,815.7497942764325,669.6510148369442,1.0,8.0,1.0
106,7083.019821724427,9022.241534504377,737.8240619304177,944.5940322384696,1.0,8.0,2.0
107,6246.56052692125,10674.083148134727,728.1216842417962,829.9140211267413,1.0,8.0,3.0
108,6000.782030461221,7963.362603358893,834.029072236373,822.7831735628868,1.0,8.0,4.0
109,6348.999076554249,8795.264498509847,942.1058646545645,709.7008246382468,1.0,8.0,5.0
110,5963.5804962968305,10465.350080131508,944.5052742295811,758.68848987455,1.0,8.0,6.0
111,6613.562944932192,10219.368861130128,1063.2500874817238,1071.8773543480447,1.0,8.0,7.0
112,7269.875536405191,8389.34389866117,1081.8339452103141,971.3363834424244,1.0,8.0,8.0
113,10754.50107617248,14838.271408027638,955.2676049242251,732.4421043971431,1.0,8.0,9.0
114,9503.985856950549,6502.692556784725,807.8720586580869,275.1681947169259,1.0,8.0,10.0
115,4108.7661839174025,7363.302542994309,745.6900018088045,304.1850989342961,1.0,8.0,11.0
116,3758.2980774168145,4532.33043417224,691.4679756195136,314.53769054955023,1.0,8.0,12.0
117,3630.7846101843697,5023.241140639528,372.5896827596821,470.627776215984,1.0,8.0,13.0
118,2579.6731377277038,6080.643249522158,609.1450139098222,427.9471939067265,1.0,8.0,14.0
119,2443.1743019414153,6792.272577446833,428.0292516402439,394.38035084141563,1.0,8.0,15.0
120,6849.1595994060135,5019.040751503238,806.8297928361837,625.4435964092105,1.0,9.0,1.0
121,9360.549275087384,9709.15690132893,790.9610248690799,962.7116764763695,1.0,9.0,2.0
122,5862.5815979745885,12230.48670467654,750.6503822249224,832.9492324016169,1.0,9.0,3.0
123,8756.275851608982,10768.875751456519,801.3881188902952,1426.7786057032808,1.0,9.0,4.0
124,7273.082328357245,8179.673946386266,635.3700521295747,503.9171371357105,1.0,9.0,5.0
125,9495.5462514885,8494.204322338124,1705.9896579210367,490.2277487673013,1.0,9.0,6.0
126,9151.198535179014,7995.145777504143,869.6430267207488,577.5000733965319,1.0,9.0,7.0
127,7612.800534651544,11416.084995729974,744.2886845406222,1186.9179792699724,1.0,9.0,8.0
128,9327.787839449513,9081.972872197932,1225.4495436827353,531.8429059766611,1.0,9.0,9.0
129,6863.339462211328,2995.0067790437633,838.4717387572632,401.6763337275929,1.0,9.0,10.0
130,4153.490401688673,3591.398094840125,668.3521958021478,459.0485029762722,1.0,9.0,11.0
131,4527.843249305976,5073.976791485611,665.4743009976967,316.80570109283843,1.0,9.0,12.0
132,4404.027261017875,4346.95876633455,376.88071738739245,488.1426216448729,1.0,9.0,13.0
133,3432.2170941506547,5008.78146617001,274.45920692338103,389.0074139763347,1.0,9.0,14.0
134,3013.0537480160233,6058.332584656977,235.3618926942408,260.05463090684225,1.0,9.0,15.0
135,6126.132602268133,4730.577487554712,892.4746058435926,844.3431771117735,1.0,10.0,1.0
136,10963.214974125827,10066.956812491038,765.208311776568,978.070949321753,1.0,10.0,2.0
137,8153.100895523563,9301.224121057916,752.5217080201978,868.9646796735263,1.0,10.0,3.0
138,5578.056993495011,5592.757291625723,811.9925944824372,1385.0347693311278,1.0,10.0,4.0
139,6946.9814166427705,7117.772362272953,931.2727217707993,1084.0180308839108,1.0,10.0,5.0
140,10207.600462078008,18757.192440262872,1059.0418637341086,1305.0550616640544,1.0,10.0,6.0
141,7913.250759881766,13134.91339383925,930.7206316056922,1546.2948797555075,1.0,10.0,7.0
142,9047.750760601917,7253.540797216974,1344.863168705607,1239.9434014804228,1.0,10.0,8.0
143,7023.079250825809,6150.734411319674,1522.0672099191054,645.5541484485245,1.0,10.0,9.0
144,7321.964964462721,2318.9347817398775,471.12208035691077,432.0851915509829,1.0,10.0,10.0
145,3818.8006930522533,1778.3263709286603,525.7092426795701,436.12882350265704,1.0,10.0,11.0
146,4160.873340558465,3052.255218017509,506.12205814528414,381.19703443208044,1.0,10.0,12.0
147,3123.65974661567,3538.0125514336632,331.4002696306825,502.9766426248034,1.0,10.0,13.0
148,3101.8607856031877,3332.5713771465453,402.5261597214571,337.59043382348193,1.0,10.0,14.0
149,2734.0407757460466,4639.400959120914,347.6128447562922,217.59807887853276,1.0,10.0,15.0
150,7860.542842786168,7540.966546329652,848.7159685126451,618.1752693497813,1.0,11.0,1.0
151,6909.87628041131,7320.163476693047,822.8372011797892,909.1837210716199,1.0,11.0,2.0
152,6486.767817987306,4582.721927823249,819.7013783631094,701.5304303948969,1.0,11.0,3.0
153,5980.893807222118,7338.319995107167,796.2997956798995,1328.0446419747927,1.0,11.0,4.0
154,7295.720564931971,6976.741474071716,717.8788619391802,888.18332889578,1.0,11.0,5.0
155,7127.44674679905,9253.221380848843,805.4449756952697,1242.3315532813474,1.0,11.0,6.0
156,7138.021874631287,9201.127448116382,828.1702141820956,1428.119033932317,1.0,11.0,7.0
157,6817.457283795293,9513.927557334782,1455.9412805681536,1114.6217187532861,1.0,11.0,8.0
158,2815.2565915779305,5585.297407900483,1671.953629669386,494.7282941060555,1.0,11.0,9.0
159,3786.269249897625,2315.6746268270554,617.1436239810499,359.49798250114156,1.0,11.0,10.0
160,3358.8183038267985,1511.612520960649,390.57969615806337,412.90582505673393,1.0,11.0,11.0
161,3016.160270699447,2423.989564923513,450.60205754609154,339.1564856967916,1.0,11.0,12.0
162,2202.764440138397,3346.9457000854654,271.5891906821504,593.5824213070408,1.0,11.0,13.0
163,1999.5815134722502,3233.9102849802875,169.1964366043798,418.25044360227423,1.0,11.0,14.0
164,2135.319782616158,4162.346568655754,200.28174016541658,304.4985118243851,1.0,11.0,15.0
165,7871.566826640714,9050.320100155719,799.5459979625434,613.4849287108426,1.0,12.0,1.0
166,10591.07275716433,7662.210383393843,898.9838696175528,1398.9266052326436,1.0,12.0,2.0
167,7820.167133879961,12616.331821204678,820.7255604447008,1469.817416207231,1.0,12.0,3.0
168,5905.838928478227,6288.551590220991,996.7803109291059,1055.5459733805278,1.0,12.0,4.0
169,4582.29455080689,14258.088051941766,783.9978144898973,1442.3784216228687,1.0,12.0,5.0
170,10004.579465275841,7413.631244721346,1072.977998831277,1415.1249724221157,1.0,12.0,6.0
171,6923.731828777059,5122.064290543283,1181.1725729643126,830.3143830824686,1.0,12.0,7.0
172,5562.114381438743,9346.619738090207,1204.2204360050118,934.1601247459394,1.0,12.0,8.0
173,2694.1197954944532,4982.994629469351,1167.3866296256758,425.0516205409703,1.0,12.0,9.0
174,3108.150796885259,3136.5849717506953,539.4645536900113,292.8149586533673,1.0,12.0,10.0
175,3604.3447318403446,2696.0855296156883,547.4793178847494,282.7477910350831,1.0,12.0,11.0
176,3237.029015120458,2508.53959992244,467.4862863320766,172.1190200752975,1.0,12.0,12.0
177,2010.3810920430992,2794.1772467659866,351.662222833186,455.81566096927963,1.0,12.0,13.0
178,2043.6977956229018,2939.4364314484883,341.1902524908039,404.15028191683007,1.0,12.0,14.0
179,2193.597761558709,3767.649849593303,377.34167975190053,286.01530301981677,1.0,12.0,15.0
180,9366.26309123937,12185.95875107961,779.6015648541655,843.7599806690557,1.0,13.0,1.0
181,9080.138612044815,10290.817262617118,769.6334786555085,1510.6287062345748,1.0,13.0,2.0
182,7728.441139006733,10865.873068375948,845.3985637263382,1502.728513102748,1.0,13.0,3.0
183,5804.686237489414,8679.464553081523,866.7223131885557,1502.6691590916762,1.0,13.0,4.0
184,4751.933629513118,14925.606916612083,977.0979715853734,1472.3890583626048,1.0,13.0,5.0
185,10477.150765878989,11718.182116456854,1304.103331098251,1591.4276617856317,1.0,13.0,6.0
186,6242.029414630365,6336.331525239697,1092.2157749898256,463.746594574518,1.0,13.0,7.0
187,6037.752365732966,6413.7088968020835,801.5054278451524,681.4184003680284,1.0,13.0,8.0
188,2560.46233835805,2267.4255960264363,932.7311884435096,460.9229007187839,1.0,13.0,9.0
189,3220.4921373112393,2242.378020588634,559.785593980716,350.3773209598569,1.0,13.0,10.0
190,3061.9788175312838,2381.8109720871703,474.28740844491216,381.2516785847479,1.0,13.0,11.0
191,3227.1401191915456,2613.0665005920746,519.3821767783024,263.97605238436677,1.0,13.0,12.0
192,1906.261944716882,2353.133976009154,274.2493823267056,440.94820149875784,1.0,13.0,13.0
193,1965.6816030602722,2427.796055581637,271.04857530835875,398.29369193730963,1.0,13.0,14.0
194,2144.4257743762064,2759.259415598597,275.7834797348626,283.27869123273797,1.0,13.0,15.0
195,7604.489884280662,10720.282411908136,812.8469665272962,982.5142071366093,1.0,14.0,1.0
196,8795.355951092082,10976.43725176257,775.1587211116677,1484.7910345429268,1.0,14.0,2.0
197,8783.304043429976,11438.319166819165,842.5081367282219,1460.2628663174146,1.0,14.0,3.0
198,8058.1712496936725,13749.889356125239,811.904269701756,1479.8449365974318,1.0,14.0,4.0
199,5616.68266379162,7731.68883235089,1086.0751671589965,1010.351636704279,1.0,14.0,5.0
200,9864.91723312737,12910.928434371848,1528.2389186886855,592.5728567251292,1.0,14.0,6.0
201,3623.67609605054,3552.9685639175796,1006.7082360400104,516.3488489944348,1.0,14.0,7.0
202,5402.390275606288,5570.555726724191,866.4029985760369,558.4991304746006,1.0,14.0,8.0
203,3247.1983659687958,3644.773054262816,725.9950675513097,407.43753263484564,1.0,14.0,9.0
204,4459.8650145412485,2910.499244096087,554.0611705480825,378.39338191255297,1.0,14.0,10.0
205,3149.7713167682073,3558.050938076516,260.1389095036924,384.72612682521276,1.0,14.0,11.0
206,2500.4292754061807,3444.2553202793806,325.7982137717679,283.1442260876907,1.0,14.0,12.0
207,2517.9460144994155,2523.727822579177,254.05363259488934,413.8159477898309,1.0,14.0,13.0
208,2341.460415206928,2189.6542161640828,187.42172770448963,426.48448899545303,1.0,14.0,14.0
209,2446.913322906344,2090.2216832633158,297.6917778305984,297.5776997733808,1.0,14.0,15.0
210,8232.324748477804,10927.54418079232,805.3013611345422,990.5383934969822,1.0,15.0,1.0
211,8404.72789201234,10753.137275888672,868.8643289555521,1402.7435166896007,1.0,15.0,2.0
212,3667.2073156753568,4426.340158865395,870.3969623541988,1267.397897499974,1.0,15.0,3.0
213,9239.097302836337,8308.943444734297,1190.3744378889521,1120.170111230615,1.0,15.0,4.0
214,5295.039736338027,5035.946938172045,1234.5059741566977,1137.0753368045487,1.0,15.0,5.0
215,4571.403269167367,9618.442380706923,844.3359258526798,507.1293733120966,1.0,15.0,6.0
216,2403.6680462090326,3676.2516440822337,561.5554766067297,510.53077643667484,1.0,15.0,7.0
217,2667.4800554255107,4576.9963013305205,628.9153864963241,559.4414120207812,1.0,15.0,8.0
218,1922.0387047511035,3427.3368940564987,603.5543191863909,314.2335192734156,1.0,15.0,9.0
219,3282.0906423818715,2958.2370402574015,423.9176146945766,397.3057481792324,1.0,15.0,10.0
220,2323.062897251738,3839.765363909818,276.04340552028145,352.94452700363763,1.0,15.0,11.0
221,2989.5697813792785,3000.2536507368377,270.7229227194607,300.61176661064667,1.0,15.0,12.0
222,2926.9205358271383,2448.849008105626,256.8749715617446,434.948703875604,1.0,15.0,13.0
223,2841.524812036708,1984.632302188921,196.8046353619494,461.1846512409174,1.0,15.0,14.0
224,2848.958453656187,1927.7405102979574,278.19444161737135,362.74113886992376,1.0,15.0,15.0
225,8016.809003010528,8144.010765177091,799.5442048036471,899.7704679332693,2.0,1.0,1.0
226,9657.640992763309,6448.706736180331,1176.0968849208432,835.4589731916203,2.0,1.0,2.0
227,6597.714473894411,5946.309061591404,1095.153783696685,872.4088397991816,2.0,1.0,3.0
228,4543.863298666889,3890.5486428608647,1130.0129729836326,1019.1035487511358,2.0,1.0,4.0
229,6502.532016548497,5140.686117420528,891.9348541477967,918.0935239088543,2.0,1.0,5.0
230,5151.194669903509,6885.610189257463,747.7007871894748,848.9201444415046,2.0,1.0,6.0
231,6479.360645659749,6739.563695289313,870.9491865152727,1121.343165581399,2.0,1.0,7.0
232,6501.532523535588,3735.72328977468,815.9299052549809,1134.306882750885,2.0,1.0,8.0
233,5823.554182511659,5048.772316590248,1132.7487118341958,520.1944077010788,2.0,1.0,9.0
234,6684.835064916124,7721.782558678238,875.7595709684072,342.6761547336448,2.0,1.0,10.0
235,7196.454933902947,5691.282653052453,825.6827611451974,424.2683376643124,2.0,1.0,11.0
236,9475.506653386728,10087.2173787424,1118.871488532218,1150.122858266564,2.0,1.0,12.0
237,8312.075064552984,3378.7258803913855,1305.4942036686389,824.974889247375,2.0,1.0,13.0
238,7054.949240036492,3139.9106795803473,986.2052610246941,713.9382592646589,2.0,1.0,14.0
239,6022.8317681264625,3568.3551563399005,1168.1905531178704,304.5737803190729,2.0,1.0,15.0
240,7375.8542287603095,7241.5724501164295,813.4566584354386,841.6151709862542,2.0,2.0,1.0
241,8234.554423134017,6000.0637580366665,1198.2756876201652,1183.746502661276,2.0,2.0,2.0
242,5917.950022155398,6335.622834491038,1197.2116878251616,892.4810370344362,2.0,2.0,3.0
243,6182.787825236022,5437.526934707473,1086.8294129090823,976.9716266748006,2.0,2.0,4.0
244,7167.599439634292,6366.140405888226,755.9644121714069,571.7419570739343,2.0,2.0,5.0
245,7335.179342830236,5671.983255448724,742.8991561492459,1082.9149840051364,2.0,2.0,6.0
246,7985.764451992168,5610.254577923757,806.8649528303143,1127.784507070861,2.0,2.0,7.0
247,6394.1894405952135,5767.011649965779,1194.5878427597102,1076.5216148107302,2.0,2.0,8.0
248,6015.2645043663215,8942.311899289072,1251.9442423812384,990.6208747009888,2.0,2.0,9.0
249,4958.037587839717,6840.01895916739,880.0073130168996,1040.1227488445697,2.0,2.0,10.0
250,6255.224933175269,9673.749091353944,779.9040083414288,617.7509654836326,2.0,2.0,11.0
251,7536.0193394839625,7802.919054306794,986.7695544190689,1322.6643513953231,2.0,2.0,12.0
252,7257.4772072093965,2065.388994920745,1465.7188636374922,493.0480206261326,2.0,2.0,13.0
253,4541.98498059574,4427.9603336095615,997.6143655012664,437.25558605848585,2.0,2.0,14.0
254,3053.372989743644,5010.482879733187,943.5104886913093,379.7196523254315,2.0,2.0,15.0
255,7006.84828665304,6483.795555182409,850.8837553418946,834.7550043384456,2.0,3.0,1.0
256,8898.797222447067,5217.300843960787,1618.4849268615053,1204.8419617387494,2.0,3.0,2.0
257,5840.350862053724,6757.602885745022,1449.645175894202,896.6447931648341,2.0,3.0,3.0
258,6059.556764691894,5180.604281091488,1355.8024099762429,1001.5876512103677,2.0,3.0,4.0
259,7500.898076395229,6488.216017283188,761.1255600463304,531.2959009391805,2.0,3.0,5.0
260,8022.507394921144,6752.809930210061,793.6592893220438,1106.6859804207813,2.0,3.0,6.0
261,8352.715764316017,7672.2664122748765,887.5268589367045,1145.407414758255,2.0,3.0,7.0
262,6440.57134929598,6472.180277420588,1324.637425071377,1135.9002913344002,2.0,3.0,8.0
263,5617.122046766096,9340.036930239905,1394.6526272534445,684.7372677767221,2.0,3.0,9.0
264,8558.316128036933,8863.483708546622,1077.746598452081,1087.5984642614994,2.0,3.0,10.0
265,8924.768862080713,8299.22946983389,1966.9729368648727,1125.8730014873,2.0,3.0,11.0
266,7902.099180604649,9405.190609635085,1313.7074934163784,395.3170124248153,2.0,3.0,12.0
267,5452.436832257188,2690.7332743282786,1179.6238769626184,410.76001752451873,2.0,3.0,13.0
268,5243.263392270895,4286.011422805665,693.9023292777963,596.2270592582314,2.0,3.0,14.0
269,3416.8221793088533,4436.0938235762005,574.9009984007494,425.8222002619667,2.0,3.0,15.0
270,7759.699832788841,6405.4044297751625,896.2017496419681,803.4968983127802,2.0,4.0,1.0
271,8996.690951001583,5598.559073253593,1314.131222342703,1191.723099535408,2.0,4.0,2.0
272,5623.968147315967,7009.423038556741,930.1860885725561,749.8621245530699,2.0,4.0,3.0
273,6165.450600540996,6874.114210046251,1187.7512335103843,725.1460476535044,2.0,4.0,4.0
274,7138.795388397123,7177.647746669714,762.051538281902,851.7402555373128,2.0,4.0,5.0
275,7675.623858863457,7268.343812414961,745.7615063962656,623.9728037517925,2.0,4.0,6.0
276,7172.402973525567,8020.957656905521,1341.8440421045884,871.0603486734315,2.0,4.0,7.0
277,6272.7361933543225,8043.491896674157,1322.432835042201,1168.1435769519107,2.0,4.0,8.0
278,6045.619633996417,9986.6134694626,1117.1746033363859,763.2036650976581,2.0,4.0,9.0
279,8277.999261672892,9344.675848395345,1093.8808772553984,529.5311595329889,2.0,4.0,10.0
280,9593.135830837378,9071.730442225282,938.438701475852,1098.5139599261975,2.0,4.0,11.0
281,5595.2914791939575,6641.175070647927,1261.8623236089004,299.05321022507803,2.0,4.0,12.0
282,2339.87535856204,3537.010708011937,426.83732375851037,262.41038976227185,2.0,4.0,13.0
283,2813.5328039912415,3637.050702794011,182.6807926274501,581.7824314022955,2.0,4.0,14.0
284,3396.236139897754,4506.398354509702,546.7027162069035,400.96512076371494,2.0,4.0,15.0
285,7576.91219553933,5393.093845077923,885.6056271277987,824.1154983336496,2.0,5.0,1.0
286,8554.175836637434,5582.510025209086,1099.0450378872913,1173.3231599674505,2.0,5.0,2.0
287,5393.499491742557,8048.0995237454845,851.974982481611,848.5316332736118,2.0,5.0,3.0
288,5894.10286774373,8198.736649567933,1078.559570382066,751.2102160375166,2.0,5.0,4.0
289,6999.374513361537,6188.733802606193,850.4853242554575,732.8403269716664,2.0,5.0,5.0
290,7397.148234176535,6600.172264175766,1026.7866161459829,779.6524640396995,2.0,5.0,6.0
291,7182.121490087902,9124.363368673017,1173.4473614919436,980.6995788668396,2.0,5.0,7.0
292,6801.054557358107,8106.945631740622,1278.2020938415872,1210.9732778357074,2.0,5.0,8.0
293,6801.183542989859,8041.283510340462,1212.0113224232923,547.0783965110959,2.0,5.0,9.0
294,9615.8739215615,9995.625596760354,1070.7483778175242,925.8896112987169,2.0,5.0,10.0
295,5953.840543987769,4531.336315827647,892.5327560916846,967.7237306845059,2.0,5.0,11.0
296,5959.745218044822,5651.472118714812,1004.8397224282493,162.4134973491302,2.0,5.0,12.0
297,2923.26624627527,4777.816097057812,310.58492747043016,264.8576661771069,2.0,5.0,13.0
