,F1Y1,F2Y2,F3Y3,F4Y4,X1,X2,X3
0,8911.81689244679,8643.071069125615,940.7932672266668,964.3813235101429,1.0,1.0,1.0
1,8892.614267713992,7634.437710407704,926.0267403869115,1055.3843297077474,1.0,1.0,2.0
2,9319.778794259335,10664.201000119781,933.6541333939599,968.1291382660436,1.0,1.0,3.0
3,7283.268764678152,9731.929798684681,896.3985338438414,1167.6876263248178,1.0,1.0,4.0
4,7906.638283888726,10970.3266883173,728.596419091527,974.6977285826929,1.0,1.0,5.0
5,7466.415929975966,10599.997157650398,713.8907949545428,837.9379826643792,1.0,1.0,6.0
6,8143.101528568607,11400.882676938027,742.3930768731711,774.1156286614068,1.0,1.0,7.0
7,8861.112287678767,9340.440981426937,786.881093830276,933.7902415229631,1.0,1.0,8.0
8,8740.520157574781,7231.066691813325,780.4013909180335,928.5782378777117,1.0,1.0,9.0
9,8585.439539764233,7998.487438852124,763.4356266974207,918.1779647609617,1.0,1.0,10.0
10,7598.345651512461,10739.005231046911,727.1075374230768,1274.1444208199823,1.0,1.0,11.0
11,7458.99471707149,10738.852701742255,738.3818821784944,1362.2003836863262,1.0,1.0,12.0
12,7833.675811866019,12947.132672731617,881.4122267052018,1270.704240248705,1.0,1.0,13.0
13,6828.39687882828,11812.713713406905,981.439565277555,1140.5019668460197,1.0,1.0,14.0
14,6348.515608582748,8833.181969177715,802.6852488808911,909.533978651456,1.0,1.0,15.0
15,7254.906020937653,7775.946428331052,729.7047429291722,1372.547286557865,1.0,2.0,1.0
16,7288.389724307447,7662.173648644951,750.5739160115786,1283.3963476111464,1.0,2.0,2.0
17,6827.930765951481,6994.549898671309,802.9974342230448,1304.1162034154272,1.0,2.0,3.0
18,7014.607685102796,8573.309230237126,819.6994432772453,1378.0248565714328,1.0,2.0,4.0
19,7583.882032623377,9532.966712571115,696.7413281138247,1343.7978196421604,1.0,2.0,5.0
20,7671.338374708474,7938.989570350275,721.5019000643942,1291.1685472479207,1.0,2.0,6.0
21,7652.1555957274095,7441.987278218967,739.8718782937817,1279.4103670308912,1.0,2.0,7.0
22,7831.708629530062,7641.550422475123,736.4894193772188,1274.3266136513912,1.0,2.0,8.0
23,7487.660620433898,7684.563941908338,737.4179206893455,1296.5708269814445,1.0,2.0,9.0
24,8176.009724368843,9656.404637826376,900.6532261852727,1413.186188326089,1.0,2.0,10.0
25,9265.406878486468,9620.312796932461,980.3712756360143,1354.334451174926,1.0,2.0,11.0
26,7745.954735899677,9646.531361351612,810.5695428247841,1313.6011173292545,1.0,2.0,12.0
27,10688.052635367367,13085.6587178575,1162.8519309523047,1475.3301754247611,1.0,2.0,13.0
28,6218.817542309639,11331.248607328476,674.0873572965738,1101.9691416028172,1.0,2.0,14.0
29,6827.602551955153,8258.142617521746,541.8665744726769,879.5458185593639,1.0,2.0,15.0
30,7143.452152273579,7718.967792421461,703.8721412337195,1370.9637389278116,1.0,3.0,1.0
31,7256.4221259744145,8014.742665866722,707.4062400295052,1301.2022312658532,1.0,3.0,2.0
32,6996.943692841688,7540.901274789418,718.8902419721821,1364.830517185801,1.0,3.0,3.0
33,7017.624676977314,7060.468409290794,805.5311505677923,1420.1010967211032,1.0,3.0,4.0
34,7384.881617131749,7318.237495888199,764.2068270116829,1334.5467807440036,1.0,3.0,5.0
35,7544.522257865206,7665.251266120379,733.5617562858833,1261.0337248913647,1.0,3.0,6.0
36,7192.606440518599,7922.446797541655,744.9452743563447,1252.3459753751,1.0,3.0,7.0
37,7116.723731947752,7974.8700602224735,757.8149719670218,1262.8458359560377,1.0,3.0,8.0
38,7133.056941490182,8300.415389919839,774.7869131696403,1305.4097339988143,1.0,3.0,9.0
39,8670.009105619178,9576.47942756967,757.6843081177127,1445.8926161471309,1.0,3.0,10.0
40,8712.327212394988,9964.792423372111,1101.7457182210587,1299.1139607270766,1.0,3.0,11.0
41,8559.889113296926,10429.173897656105,760.0547308603809,1419.3402692111863,1.0,3.0,12.0
42,6663.7119383824775,14024.98839954273,822.0041657991605,1103.0318814034167,1.0,3.0,13.0
43,6387.575714930887,12236.278750015186,717.6419769679616,1089.4418616408925,1.0,3.0,14.0
44,7332.668785214377,8818.445309019678,581.5569021264944,834.491196460727,1.0,3.0,15.0
45,7269.001632534806,7990.01680014692,726.5935016289338,1346.3902106471821,1.0,4.0,1.0
46,7387.042429242148,8012.752579644942,701.7268334693878,1281.6107605638124,1.0,4.0,2.0
47,7289.384349933549,7841.865112697357,717.940582831925,1334.354780797993,1.0,4.0,3.0
48,7256.0142132081255,6975.52791693412,729.0614677422768,1369.1200195687659,1.0,4.0,4.0
49,7491.372835045394,7060.196346832352,737.9756185001024,1325.2168905750882,1.0,4.0,5.0
50,7712.720433126322,7590.813598842288,727.6771908187684,1239.6804684610636,1.0,4.0,6.0
51,7524.378103262659,7906.439062919446,758.3664509838204,1222.2913042120113,1.0,4.0,7.0
52,7248.167890907692,8014.962619289133,765.2528342270916,1250.1331027447168,1.0,4.0,8.0
53,8096.536962598194,9121.572627426704,1008.956959936277,1277.1091252832505,1.0,4.0,9.0
54,8494.022747470452,9185.759447864522,721.1781721830494,1372.7995114640419,1.0,4.0,10.0
55,8014.290708717897,8588.710979391584,801.9513938661562,1235.9182896655057,1.0,4.0,11.0
56,9272.775224672738,9571.85999804848,1026.1555097067449,963.4545509219482,1.0,4.0,12.0
57,7313.472568722772,8877.335807556385,692.1326824220573,1007.9754562609058,1.0,4.0,13.0
58,6559.880583121226,10866.743838621303,710.2774134315727,1014.2250106490968,1.0,4.0,14.0
59,7018.141457326211,10162.854994234935,539.0252914322581,865.746415287626,1.0,4.0,15.0
60,7303.430107595866,7624.94851097241,743.4951692052045,1326.606670159119,1.0,5.0,1.0
61,7483.20102056602,8203.133974501523,727.3536848067864,1265.2518752617407,1.0,5.0,2.0
62,7400.527417726746,8296.996564285826,737.2186287080751,1329.4360330929867,1.0,5.0,3.0
63,7462.9704593535225,7230.411485960586,730.8882672968762,1419.8062785951397,1.0,5.0,4.0
